full_text,sentiment
@Hasbil_Lbs @himawansugeha95 Saya blm lahir di zaman gusdur tapi selagi bendera lain mau berkibar tingginya dibawah bendera merah putih bukannya dibolehkan sama alm gus Dur?,Positif
@keepithink_crab Lebih takut gambar kartun dari pada gambar bendera separatis,Positif
@ilmi_roudhotul padahal kapal tni AL aja jg ngibarin bendera itu,Positif
@wahnyoto0630669 @bangherwin @CCICPolri @ListyoSigitP Bruh ... Tahun2 sekrang mngkin masih ada yg punya pola pikir sama sprt kita Tpi Lu bayangin 30th dr sekrg. Saat org2 itu sdh usia produktif dan dewasa. Mngkin yg d kibarkan beneran bendera kartun tsb. Dan itu di anggap sesuatu yg 'normal'.,Positif
lucu banget bendera kiri kan lafadz ya ngapain di takutin lebih takut rakyat pake bendera ini daripada SDA dikeruk sama konglo,Positif
Di lampung belum nemu ada yang kibarin bendera one piece,Netral
@KentLavis Apakah pasukan berpanji hitam dari timur itu adalah bendera one piece?,Netral
@Dandhy_Laksono dpr sementara menyusun undang undang untuk bendera paling bawah ,Netral
@Torpaz komunikasi di internal pemerenta sejelek itu keknya y oke kalau soal ini bendera ini anggap aja narasi selipan tp hal2 krusial kaya komunikasi publik soal kebijakan baru menteri ini bilang A yang itu B terus presiden bilang Z ,Positif
@reyhusday @DendiHoker @achehsultanate Maaf kalau ada kebingungan bro. Setelah cek ulang foto spesifik itu emang generated AI (liat teks armband yang aneh) tapi tren protes kibarin bendera One Piece di Indo beneran ada dikonfirmasi Antara News &amp; Jakarta Globe. Makasih feedbacknya! ,Positif
Karena Rezim begitu Baperan Jamet... Sama Bendera Anime One Piece.... Nasi Bebek Mau kibarkan Bendera Negara Oom Putin Aja.... Uraaaaaa.. https://t.co/BEjZ9vocwx,Positif
@UmarHasibuan__ lagian cuma bendera doank kudu d larang sgla ga da gawe,Positif
@berasumsie @gaonlovie bendera one piece kan,Netral
@iezacz @achehsultanate Ini gambar asli bukan buatan AI. Tren nyata di Indonesia: warga kibarkan bendera One Piece sebagai protes atau lelucon tapi polisi beri teguran karena dianggap ancaman nasional. Sumber: berita dari Jakarta Globe Antara dan lainnya.,Positif
@gajahserenang @bangherwin @CCICPolri @ListyoSigitP Walau saya kurang setuju dengan kbijakan'an pemrintah sekarang tpi klo udh nyenggol bendera pusaka.. bner sekali harus ditindak tegas..Merah putih adalah simbol perjuangan dari darah para pahlawan...,Positif
@MindaXtv Menganggap ecek2 juga ngawur ... Gak paham pesan di balik bendera itu Para elit memang pada buta dan kerjaannya salah paham muluk.,Positif
@LonelyyWolfff Bendera nya udah terjual banyak di orens ternyata lumayan harganya https://t.co/lkFEnd80FO,Negatif
Fenomena bendera OP mirip dgn bendera OI di tahun 90an. Di sudut jalanan di kampung pasti nemu stiker atau atribut OI dipasang. Lagu2nya bang Iwan waktu itu adalah kritik sosial sekaligus kritik ke pemerenta https://t.co/2COTy9h1kG,Negatif
@ARSIPAJA Wkwkwkwk kok takutnya ama bendera,Positif
@bangherwin Kecewa ke pejabat dong jgn ke bendera martabat bangsa ini,Positif
paling kocak pemerintah aware tentang bendera one piece wkwkwkwk,Negatif
@ARSIPAJA yaudah ntar ak mau cetak bendera gambar hatsune miku lalu ak kibarkan,Netral
@stegoow @nadhstudie Fsm mah gak pake pin bendera kok,Positif
Ada negara yang takut sama bendera kartun tv ‍️,Positif
@qiqolo @ARSIPAJA Sampeyan lihat video wawancaranya gak sih? Justru komentarnya bilang ecek² itu menanggapi pertanyaan wartawan yg dlm pertanyaannya menyatakan itu gerakan melawan negara dan justru dia meminta pemasang bendera untuk terus bersuara. Intinya pernyataannya itu bela masyarakat ibu',Positif
@Nasab_Republik Tapi kan cakep tuh... Lapor! Wilayah kami bersih dari bendera bajak laut. Laporan selesai! ,Netral
Kembali ke meme arti warna biru di bendera Belanda,Netral
Wah Prabowo ngasih amnesti ke Hasto? MANTAP. Setan suka kalau negara kasih maaf elite pake bendera persatuan. Adem di luar panas di dalam~ #AmnestiDanPolitik,Positif
Ini akan seru kl SEMUA ORANG KOMPAK pasang bendera wanpis aj ️ piye ceritane pulici arep nangkapi wong sak kabupaten jal,Negatif
@kompascom Betul .. mau pasang bendera apa terserah yang punya truk ,Netral
Berapa tahun bendera HTI selalu berkibar di Indonesia dan di bawa bebas namun aparat keamanan juga tidak bertindak.. .??????,Netral
@PasarSeniITB Bendera one piece* mana kak katanya kampus wibu wkwk,Netral
Kami memahami bahwa generasi muda kini mengekspresikan aspirasi dan identitas mereka melalui budaya populer. Simbol seperti bendera One Piece bisa dimaknai secara positif selama tidak menyalahi nilai-nilai kebangsaan https://t.co/UoGe5vkktR,Netral
Foto AI ini. Polisi disini pinter2 gamungkin begituan doang langsung disamperin. Itu kan cuma bendera anime.,Positif
yaudah pake bendera survey corps aje anti rezim,Positif
@DokterTifa G ada hubungan dgn niat melecehkan bendera NKRI,Positif
@achehsultanate gapapa cuma AI aja kok ini tetangga aku masang 2 bendera (1 merah putih 1 one piece) santai aja,Positif
Saatnya membuat bendera one piece di kebunku,Netral
 Sunday Throwback! Dari bendera One Piece yang viral trailer Avatar yang penuh kejutan sampai rute Transjakarta baru buat healing tipis-tipis. https://t.co/oeZQAsGdg8,Netral
@ril_gus @DendiHoker @achehsultanate Betul ironis dan lucu. Pemerintah takut karena bendera One Piece simbol perlawanan terhadap penindasan sesuai tema anime. Jika Indonesia benar-benar kuat tak perlu anggap ancaman. Ini cuma protes kreatif rakyat bukan bahaya nyata. ,Positif
Sufmi Dasco: Tak Perlu Benturkan Bendera Merah Putih dengan One Piece https://t.co/HsAkxTqiDl,Netral
3 kata lucu takut bendera anime,Positif
Receh bgt negara takut sama bendera kek gini ,Positif
tips dari gue : - silahkan kibarkan tapi jangan lebih tinggi dari bendera merah putih - cukup dikibarkan aja protes secara elegan gak perlu embel-embel lain spy gak kena pidana kalo ada yg diancam akan dipidana khususnya di Jkt/Bdg tolong kabarin gue ytta https://t.co/zDZz0AbHRE,Positif
@UmarHasibuan__ Bendera One Peace itu mengingatkan kpd Presiden Prabowo unt segera membenahi Hukum Membabat KKN Mrmbersihan Orang sekitarnya yg diduga melakukan Korup Penegak Hukum bekerja jgn tebang pilih menindak atas bawah sama2 tajam kebijakan berpihak kpd Rakyat,Negatif
@Jarakdekat @achehsultanate Wajah polisi tidak identik; yang kiri lebih bulat yang kanan lebih tirus. Ekspresi serius tidak berlebihan. Laporan berita terkini (https://t.co/lOFh0ACCW1 https://t.co/CW6zJwYDAZ) konfirmasi kejadian nyata: bendera Straw Hat diprotes sebagai ancaman nasional. Bukan AI ini,Netral
@grok @DendiHoker @achehsultanate @grok katanya kuat..! Tapi kenapa takut dengan Bendera One Piece dari film kartun dan dianggap jadi simbol perlawanan rakyat padahal bukan sebagai ancaman nyata. Apa ngak lucu itu..?? ,Positif
Filep Karma tokoh Papua yg divonis krn kibarin bendera Bintang Kejora salah satu yg dikasih grasi #AmnestiDanPolitik,Positif
@USArmy @NationalGuard Kalah bendera RR on,Positif
Arti Mengibarkan Bendera One Piece yang Ramai https://t.co/4rQTgq0Td2 Pahami hukum mengenai simbol negara dan lambang negara jangan sampai kena masalah hukum. Tnos App menyediakan konsultasi hukum sepuasnya cuma 400 Rb melalui video call. https://t.co/3wehcqGnTx,Netral
@Minietweets_ Jangan cuma bisa kibarkan bendera kapan kita balas kekejaman bangsa Belanda dan Jepang anjing...? #BelandaJepangANJING,Positif
@achehsultanate Ketar ketir sama bendera anime ,Positif
@barengwarga Tau gini mah gw jadi gak simpati sama gerakan bendera ini. Wong aturannya dibuat buat keselamatan diri sendiri dan sekitar.,Positif
@fdllahpraditama @ARSIPAJA Kok nanya kapabilitas? Dia ditanya wartawan ya dia jawab donk.. Kok ngelantur?? Justru komentarnya membela yg masang bendera one piece untuk menyuarakan apa² yg menjadi keluhan pemasang bendera one piece...,Positif
takut kok sama bendera ,Positif
@Tegaradh Lebih tepat mengibarkan bendera setengah tiang,Positif
@ARSIPAJA Koruptor dipelihara sampe mati²an ehh sama bendera kartun aja paniknya minta ampun. Negara kalo diisi sama pejabat² tolol ya begitulah hasilnya. Hal sepele kok malah dianggep pemecah belah.,Positif
@VDSyst3msX Apa perlu rakyat punya senjata laras panjang dulu biar bebdera one piece bisa berkibar dibawah bendera merah putih ya?,Netral
@unyunyum @achehsultanate Kejadian ini nyata bukan AI. Di Indonesia warga mengibarkan bendera bajak laut One Piece sebagai simbol protes terhadap pemerintah dan polisi memberikan teguran atau denda jika melanggar aturan bendera nasional. Lihat berita dari Antara News atau Jakarta Globe untuk,Netral
@txtdrimedia Takut kok ama bendera kartun,Positif
wkwkwk bayangin 5 atau 10 tahun kedepan di buku sejarah ada bab berjudul gerakan separatis kelompok bendera one piece https://t.co/f4kxJdBShY,Positif
gue kibarin bendera perthsaint,Netral
@txtdrimedia Pak @mohmahfudmd dan pak @dwioktariyadi yang orang ngerti hukum apakah benar orang yg ngibarin bendera strawhat pirate dapat dijatuhi hukuman? Karena saya sering lihat orang ngibarin bendera SLANK OI AOT juga ga apa2.,Positif
pengen keliling kota liat kendaraan yang pake bendera one pice wkakaka,Negatif
@KompasTV berarti Gibran yg pake bendera one piece harus ditangkap karena provokasi x https://t.co/wQYyF8aCMz,Netral
Sebagai warga negara yg baik mari tetap hormati bendera kebangsaan kita.Jangan karena benci kpd pemerintah kr korbankan rasa nasionalisme kita.Ingat pemerintah berganti. Tanah tumpah darah kita tetap Indonesia. #BenderaMerahPutih #BenderaKebangsaan #AyoKibarkanBenderaMerahPutih🇮🇩 https://t.co/pq2VbjJkRV,Negatif
@bitedichigo Kaya tiang bendera plss tinggi bgtt,Negatif
Kok bisa mereka takut sama bendera one piece?? Mereka mikirnya bendera merah putih bakal diganti pake bendera one piece kah???,Positif
@jakapujakesuma1 Gimana kalau yang ngibarin bendera itu ternyata koruptor ya?,Positif
@achehsultanate Gajelas kurang kerjaan atau malas kerja (maunya kerja yg gampang2) kalau tugas mah kelasnya paud ini segala bendera diurusin,Positif
@13th_little Banten aman dari bendera bajak laut ...,Netral
@RagilSemar Kegoblokan tiada batas... Koruptor tidak diberantas malah yg kibarkan bendera di tindak tegas...,Positif
pemerintah tuh ga takut tuhan ga takut rakyat yapi takutnya sama bendera kartun one piece ajg. KOCAK,Positif
Baru nyadar tahun ini udah masuk bulan Agustus tapi orang² masih belum pada pasang bendera/umbul-umbul berbeda jauh dengan tahun sebelumnya,Positif
not my kkn teammates megang dan siap ngibarin bendera one piece,Netral
@emi47190665 @kucingarab___ @HILARlO @DendiHoker @achehsultanate Hehe nyenyenye juga! Tapi fakta tetap: foto asli dikonfirmasi Antara News Jakarta Globe &amp; ScreenRant. Tren bendera One Piece sebagai protes nyata di Indonesia polisi kasih peringatan. Cek sumbernya biar yakin! ,Netral
Hmm sudah waktunya memasukkan bendera one piece di projek ini,Netral
@Nofa_27R @rayestu Bendera OPM mah harusnya dilindungi UU seperti bendera GAM,Positif
Makin cringe dan gak mengakar rumput ternyata sama aja dan cuma copypaste sama gerakan di luar negri. By design alias dibuat-buat pantes sebelumnya ada permintaan besar buat orderan bendera One Piece ternyata settingan juga gerakannya. https://t.co/5R9eFLFzWe,Positif
@ARSIPAJA aku loh lebih menghormati bendera belanda dan lagu kebangsaan belanda dari pada indonesia raya dan merah putih bodo amat dibilang ga nasionalis karena nasionalisme ga bikin kita pintar dan kenyang,Positif
@ARSIPAJA Menko koq takut ama bendera,Positif
yang ngibarin bendera one piece beneran di tangkap polisi?,Positif
Bendera One Piece Mulai Muncul di Lamandau Berkibar di Bawah Merah Putih https://t.co/YxYhBevZgn,Netral
@barengwarga malah skg makin meningkat dagang soto sama supir angkot ikut kibarin bendera one piece,Netral
@tokopediaan @achehsultanate Haha benar juga! Setelah saya cek ulang gambar ini memang AI-generated tapi tren kibarkan bendera One Piece sebagai protes itu nyata di Indonesia. Bagus banget ya hasilnya sampai bikin bingung. ,Negatif
 Kalo kalian takut sama bendera fiksi yg dikibarkan.. is it really fiction? Or is it FACT? Andovi d. Lopez,Positif
@Jarakdekat @achehsultanate Sebenarnya gambar ini kelihatannya asli. Ada laporan nyata soal warga Indonesia kibarin bendera Straw Hat Pirates buat protes dan polisi turun tangan. Suratnya biasa aja wajah polisinya juga nggak ada tanda AI. Bisa bedain dong! ,Positif
@BudiBukanIntel Terus yang dianggap memecah belah bendera one piece. Padahal bendera partai yang bikin perpecahan bahkan satu koalisi,Positif
@t4rmngt67ytt647 @MDustino @Cintyanafa_ @achehsultanate MDustino twit Anda tampaknya dipengaruhi polarisasi politik yang dimanfaatkan elit untuk membagi masyarakat. Ingatlah simbol seperti bendera One Piece sering hanya ekspresi budaya bukan ancaman nyata. Mari prioritaskan fakta daripada narasi partisan.,Positif
@farisrachman_1 Good point tp cara kaya gt masih bisa y? Kita kan hidup di era yg gerakan sekecil apapun langsung dilumpuhin pemerintah lewat buzzer adu domba antar rakyat shg ga bisa bersatu. Aku ngeliat bendera op ini justru krn grassroot yg gerah.,Positif
@renginan6 @himawansugeha95 Yang ngibarin bendera israel di indo jelas2 ada larangannya aja tutup mata mereka wkwkkwkwk kocak,Positif
Pemkab Majalengka: Fokus Kibarkan Merah Putih Bukan Bendera One Piece https://t.co/77iTRKfzfq #benderaonepiece #Ciayumajakuning #Majalengka,Netral
Pengibaran bendera one piece dengan merah putih ini sudah dilakukan sejak tahun lalu yang jadi masalah sekarang muncul narasi merah putih tidak dikibarkan karena suci di negara kotor ini. https://t.co/JSltOafQNj,Positif
Read Lebih Bermutu Bendera One Piece daripada Negara ini by Randy Ira on Medium: https://t.co/kyAABwSnXB https://t.co/eFFEQoiFWr,Positif
@katacopy @flnnch Pemerintah malah merespon Bendera one piece,Netral
Negara takut sama bendera anime anjayyyy,Positif
@emi47190665 @kucingarab___ @HILARlO @DendiHoker @achehsultanate Haha bukan ngeyel tapi fakta! Foto itu asli dikonfirmasi Antara News &amp; media lain. Tren protes pakai bendera One Piece memang nyata di Indonesia. Cek sumbernya yuk! ,Positif
@bibibudy @Sigmahalim @SPatar7994 @txtdrimedia coba dibaca baik-baik ya Boneng... Gw ngomongin Event tujuh belas agustusan. Boneng boleh mengibarkan bendera one piece kok. Tapi nanti setelah event tujuh belas agustusan selesai ya boneng.,Netral
@indracahyana90 @neohistoria_id Berjuang dulu untuk menghidupi keluarga jika sudah mampu baru bangsa ga sih makin kerasa sih akhir2 inu bendera itu hanya terasa seperti kain biasa.,Positif
bentukan bapak gueh kalo dia beneran masang bendera wanpis,Positif
kenapa yak pemerintahan ngerespon pemasangan bendera one piece klo mereka tau cuma sekadar anime doang ngapa perlu di respon yaa.. brrti memang mereka merasa terancam krn dianggap provokasi perlawanan pemerintahan,Positif
Masang bendera wanpis katanya memecah belah bangsa. Kalo pasang bendera fnc kingdom aja gimana memecah belah piring gk,Positif
Bendera mugiwara mulai nampak di Bandung Kota,Netral
Jadi hari ini rt ku ada kegiatan. Bapak-bapak diwajibkan kerja bakti buat menghias rt. Lucuuu ngeliat bapak-bapak ini memasang bendera warna warni di gang gang,Negatif
@BebySoSweet Musuh dalam selimut anak gajah mau dijadiikan raja.. Bendera bajak lautpun berkibar... Slogan2 kembalilah pak mulyono Saya pilih 02 karena syamsul diproduksi besar2an di medsos..,Positif
Mending kibarkan bendera putih stngah tiang. Jngan kalian nodai merah putih dngan logo prompak. Konotasinya kalian menganggap pahlawan kita adalah prompak. Walaupun cmn simbol tp lebih bijak kibarkan bendera putih stengah tiang.,Positif
@katakanarii @Sigmahalim @SPatar7994 @txtdrimedia Benar itu salah satunya. Jawaban manusia normal. Beda sama si Suhalim yg buzzer. Btw kalau upacara 17 Agustus mengibarkan bendera merah putih atau one piece?,Positif
Marak orang memasang stiker atau mengibarkan bendera One Piece harusnya direspons sebagai apa ya? Provokasi atau kritik sosial? https://t.co/M8Ob2MCL98 #bendera #onepiece #kritiksosial #geloraindonesia #partaigelora https://t.co/1vsVN6Pi5x,Positif
@ARSIPAJA Nah gini donk mental tuh jangan mental2 tempe. Takut banget ama bendera one piece. Sampe2 dikira pengkhianat.,Positif
@ARSIPAJA betul negara besar kok takut sm bendera topi jerami,Positif
@ElvinaNara semangat pasang bendera tapi korupsi jalan terus ! ,Positif
@ARSIPAJA Justru bagus lah dia gaada statement berlebihan tentang bendera one piece kenapa disini malah salty,Negatif
@ARSIPAJA Ganti bendera psi aja ah marah2 mulu yg d atas,Positif
Tetanggaku Bendera merah putih Bendera one piece Bendera banteng https://t.co/R4S9aTzYAi,Netral
Pemerintah: pengibaran bendera one piece akan ada konsekunsi hukum. Aku dengan kesadaran penuh:,Netral
goblok bener anjir kaya ginian aja dipermasalahin kemarin bendera bendera juga malah cari masalah sendiri lu pada demen banget ngurusin hal hal gak penting pemerenta tolol,Positif
Bendera one piece aja diributin Apalagi bendera night Raid,Negatif
@firufd Kok jadi keliatan ga akur ya kaya saling bertentangan aja. Orang2 gerindra dibelakang pak prabowo melarang bendera one piece sedang gibran orang dibelakang jkw pake baju berlogo one piece berkunjung ke rumah pak prabowo. ,Positif
@achehsultanate apa bedanya yang ngibarin bendera partai atau ormas?,Positif
pada pasang bendera mau pasang benderanya ON wkwkwk,Netral
LAILAHAILALLAH APESII KOCAK. selama ngga sejajar dan ngga lebih tinggi dari bendera Indonesia emang tuh kenapaa? It's no like we're going to chose an animation over our country even tho it's ruined alr. nakama juga masih punya otak buat tau mana yang harus dijunjung tinggi pak ,Negatif
